city,floor,id,lat,lng,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_name,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,per_square_meter_price,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,region,total_square,street,date,realty_type,price_type
Иркутск,3.0,COL_3767,52.27696237526715,104.34147635957524,0,9,17,22,0,1,1,1,0,3,5,6,4.122462609547831,Иркутск,623562.0,0.4344553491996641,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,0,0,0,2,0,3,6,8,58.61689662403654,5.727041767981732,0,0,0,0.1337333496008173,4,8,8,26693.07591798808,162,49,1870.0,581.0,5.7290322580645165,5.7142857142857135,1982.8675496688736,1992.0625,Иркутская область,1043.716358714042,S24233,2020-01-12,10,1
Санкт-Петербург,,COL_3775,59.937188393378925,30.32125099681343,22,338,650,1014,0,1,4,5,8,129,250,361,0.5369990397967769,Санкт-Петербург,5381736.0,0.0490305260609222,1,46,95,139,1,27,45,71,4,17,27,34,14,20,30,17,28,53,34,57,84,27,37,50,5,45,88,133,6,152,315,526,0.3158271400335217,2.0393443098424773,0,0,0,0.0643977133208841,13,33,53,530521.9432954249,135,35,2659.0,726.0,4.389830508474576,4.366666666666666,1855.2991452991453,1853.833333333333,Санкт-Петербург,954.2338566721556,S17142,2020-01-12,10,1
Владивосток,,COL_3777,43.12225259142145,131.88597853465237,4,166,276,374,0,0,0,0,2,39,77,107,0.4868677926399584,Владивосток,604901.0,0.0777101333783524,3,30,46,60,0,2,8,13,1,20,28,33,9,13,16,6,21,25,11,14,20,1,3,5,0,12,16,28,1,84,122,162,2272.490914171918,0.9941795959969296,0,0,2,0.0757342851340604,20,29,37,77402.63343933882,205,86,1767.0,675.0,5.842424242424243,5.3285714285714265,1950.342105263158,1948.9240506329115,Приморский край,813.5898896689778,S18464,2020-01-12,10,1
Ангарск,,COL_3786,52.53645495608402,103.8905479696583,5,56,110,151,0,0,0,0,1,10,18,24,1.032417009004223,Ангарск,226374.0,0.0456275318868355,4,30,86,142,0,1,1,3,0,3,7,9,3,5,6,0,1,1,0,0,0,3,6,8,0,2,5,6,4,31,57,74,60.007735497643175,2.0220492230830565,0,0,0,0.038938640354223,10,14,19,55968.36118330263,255,81,2896.0,1108.0,3.95,3.9740259740259742,1957.9695652173916,1958.5194805194808,Иркутская область,82.36796473103323,S8664,2020-01-12,100,1
Сосновоборск,,COL_3805,56.112239833389424,93.33437841323229,0,13,14,18,0,0,0,0,0,1,1,1,30.95770458629725,Красноярск,1095286.0,0.2802448699395686,0,2,8,16,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,11,12,15,24.55782146231694,17.2613931927982,0,0,0,0.5011145585799945,0,1,3,57520.67808376626,80,22,2669.0,806.0,7.2784810126582276,8.285714285714286,1992.3544303797464,1998.619047619048,Красноярский край,94.31390902763135,S32924,2020-01-12,10,1
Иркутск,1.0,COL_3821,52.336188932331,104.20284916416963,0,6,12,18,0,0,0,0,0,0,1,2,7.662091891008196,Иркутск,623562.0,0.4022736916933881,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,0,0,0,0,0,2,7,13,57.507549120339,0.7897606741893943,0,0,0,0.1042891467724285,7,11,23,46393.26185519277,136,28,1029.0,147.0,2.938931297709924,2.392857142857143,1944.2962962962963,1944.857142857143,Иркутская область,113.0336559728887,S4876,2020-01-12,100,1
Ангарск,,COL_3981,52.52024781135443,103.8413063368204,2,20,42,64,0,0,0,0,0,5,9,11,3.176866761819123,Ангарск,226374.0,0.1421628046576313,0,5,12,27,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,2,12,26,39,64.09436217454791,6.1561557570633205,0,0,0,0.1093099858578788,3,8,13,40022.43047873846,86,31,2788.0,1448.0,5.105882352941176,5.129032258064517,1983.321428571429,2005.9333333333327,Иркутская область,179.52432958355598,S8649,2020-01-12,10,1
Иркутск,1,COL_4171,52.28054213831894,104.31612846214978,1,17,36,54,0,0,0,0,0,3,6,8,2.537970498565526,Иркутск,623562.0,0.3693172006552785,0,0,7,23,0,0,0,0,0,0,0,1,0,0,0,3,4,6,1,1,2,4,8,9,0,1,3,4,0,5,16,26,58.84123917782741,3.8216869878782975,0,0,0,0.3472538727563712,3,11,18,38962.814473855295,216,38,2718.0,604.0,5.0703517587939695,5.583333333333332,1972.692708333333,1978.361111111111,Иркутская область,142.5718361215281,S19869,2020-01-12,100,1
Петрозаводск,,COL_4335,61.75849554352105,34.32310596354931,0,4,16,29,0,0,0,0,0,0,2,3,4.7831659725271845,Петрозаводск,280170.0,0.1504052266327026,0,4,12,17,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,11,20,292.2153881387136,91.15488911199184,0,0,0,0.1572240495393953,2,6,8,36687.03587364522,53,23,1612.0,634.0,8.588235294117647,8.227272727272727,1991.8269230769224,1989.909090909091,Карелия,285.68674874955525,S13427,2020-01-12,10,1
Самара,,COL_4643,53.19203452163928,50.09237186470438,3,62,114,144,0,1,1,1,0,17,33,41,1.8806129341875548,Самара,1156644.0,0.1388688262282582,0,48,104,166,0,2,10,14,1,2,4,7,0,2,3,5,9,15,3,3,3,0,2,3,0,4,5,8,1,28,41,45,3.670258944323669,2.139269541176768,0,0,0,0.1299153763970185,14,25,37,33332.42747644891,176,53,1413.0,421.0,3.7945205479452055,4.761904761904762,1656.5220125786166,1593.8367346938776,Самарская область,2046.055603006617,S27481,2020-01-12,110,1
Санкт-Петербург,,COL_4688,59.93812352914168,30.34783486844288,12,283,581,997,0,3,6,10,3,102,211,358,1.835192580864112,Санкт-Петербург,5381736.0,0.0974352921682019,1,36,92,161,0,22,36,62,1,9,13,35,16,33,46,15,24,58,15,48,94,10,17,34,0,27,61,138,10,143,303,495,0.7038003098000558,1.6487788470969875,0,0,0,0.0454928912034614,20,36,54,124374.41886307696,317,61,5915.0,1479.0,4.575250836120402,4.7368421052631575,1868.9030100334448,1867.982456140351,Санкт-Петербург,74.71793705609679,S13614,2020-01-12,10,1
Красноярск,,COL_4711,56.014712989241794,92.8590933307944,0,54,77,109,0,0,0,0,0,23,35,51,0.8491573956595334,Красноярск,1095286.0,0.1899252173686253,0,44,83,109,0,1,1,1,0,2,7,8,0,0,1,3,3,9,1,1,4,3,4,6,0,6,7,8,0,23,29,34,0.5738377590599002,2.2130691743132664,0,0,0,0.2086436509164656,7,12,14,87063.83631872835,97,38,1614.0,672.0,5.684210526315789,5.7631578947368425,1967.4315789473685,1964.921052631579,Красноярский край,76.02467660359899,S12711,2020-01-12,10,1
Ярославль,,COL_4855,57.63062756984332,39.883499160299735,11,63,152,279,0,1,2,2,4,21,51,104,0.8214724118012258,Ярославль,603961.0,0.0791078790187686,2,14,34,59,0,2,8,11,1,3,9,16,3,4,7,4,10,11,2,8,8,0,1,6,0,6,11,17,7,27,66,125,245.69091276396009,1.8429356777396453,0,0,0,0.0525288316508853,7,20,26,38730.37605307074,264,84,2146.0,548.0,3.8811881188118815,3.892307692307692,1940.9414634146344,1944.590909090909,Ярославская область,295.84014325860267,S24233,2020-01-12,10,1
Новокузнецк,,COL_4933,53.76024895855108,87.11267609479853,2,14,42,80,0,0,0,0,0,1,1,7,1.7118000930736108,Новокузнецк,552105.0,0.329748273566752,0,2,11,27,0,2,6,6,0,0,2,3,2,2,4,5,14,21,0,0,0,1,3,3,0,4,5,6,1,1,12,33,302.88232614696085,4.731789831975756,0,0,0,0.0422078004469731,4,12,22,40780.42324345463,201,48,3701.0,873.0,4.481675392670157,4.7659574468085095,1950.729166666667,1952.063829787234,Кемеровская область,126.13895567711222,S18724,2020-01-12,100,1
Железногорск,,COL_5011,56.250608626597824,93.53310965675304,2,78,126,191,0,5,8,12,0,6,9,13,49.07162677835435,Красноярск,1095286.0,0.0338549629761754,6,53,94,160,0,0,0,1,1,8,13,16,0,1,2,5,6,10,0,0,0,2,9,14,0,15,21,27,1,55,87,131,42.25773806361272,47.23666218523917,0,0,0,0.073046417580459,8,15,21,44223.29930039711,264,92,3547.0,1199.0,4.454545454545454,4.152173913043479,1960.4280303030305,1958.271739130435,Красноярский край,27.65510532564489,S11961,2020-01-12,110,1
Орёл,,COL_5193,52.94593363024398,36.022619275718654,0,4,9,12,0,0,0,0,0,0,0,1,3.760073815968679,Орёл,319550.0,0.1350106946675447,0,4,7,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,3,6,8,305.41865635059366,46.58792577525232,0,0,0,0.0970600976347996,5,8,10,55458.254007518095,89,34,1096.0,222.0,3.929411764705882,2.8181818181818183,1973.8522727272727,1966.0,Орловская область,30.72581404688652,S9646,2020-01-12,10,1
Курск,,COL_5195,51.72383466230756,36.177071011550886,1,69,113,158,0,0,0,2,0,9,14,21,1.994926148759085,Курск,443212.0,0.2031105575680089,0,17,25,45,0,2,2,2,0,4,5,7,3,4,6,8,9,12,0,1,1,3,4,7,0,2,5,7,0,40,74,100,433.60247434973365,3.6081955351647257,0,0,0,0.1374047158710562,9,10,17,27980.84992376252,114,29,1390.0,432.0,5.144230769230768,5.269230769230768,1967.4392523364488,1966.3076923076928,Курская область,46.3173921997052,S18365,2020-01-12,100,1
Калуга,1.0,COL_5238,54.52877031704032,36.26609662179241,6,59,134,227,0,0,0,0,1,3,10,13,2.336662427605209,Калуга,342936.0,0.0297056345020403,1,15,49,67,0,2,2,4,0,3,4,5,4,5,16,3,10,14,0,0,0,0,3,5,0,1,6,11,5,42,103,172,140.3460215651782,8.885363574856727,0,0,0,0.1689320419924172,15,31,56,43379.978141137966,288,98,4049.0,1444.0,4.470175438596491,4.775510204081633,1965.885416666667,1970.857142857143,Калужская область,129.09181239742085,S3973,2020-01-12,10,1
Ижевск,,COL_5328,56.85519372514563,53.20400985834514,6,48,93,249,0,1,1,1,3,13,20,51,1.5775662059190236,Ижевск,646277.0,0.0908743609085033,0,26,41,101,0,2,16,49,0,1,3,14,0,1,2,6,8,11,1,1,1,1,7,28,0,3,5,13,1,19,36,113,273.23702684289054,5.711140635494568,0,0,0,0.0680097630275922,6,18,58,45173.28002124153,0,0,,,,,,,Удмуртия,518.448073484754,S8329,2020-01-12,110,1
Кемерово,,COL_5401,55.35282646638876,86.08690037247057,1,55,115,177,0,0,0,2,0,10,22,32,0.4846762793557322,Кемерово,558662.0,0.2358081495295788,0,17,42,63,0,3,7,7,0,5,10,11,3,5,6,2,7,16,0,0,0,3,6,7,0,1,5,6,1,29,56,90,200.28721775786656,1.5529444072990757,0,0,0,0.0326717577781979,5,18,28,45396.25219343943,197,53,3497.0,912.0,4.969072164948454,4.981132075471698,1959.7061855670104,1960.3584905660373,Кемеровская область,915.8465289786292,S1850,2020-01-12,100,1
Иркутск,2.0,COL_5455,52.2640349218543,104.24325348519277,1,4,7,12,0,0,0,0,0,0,0,0,4.007515708788489,Иркутск,623562.0,0.6859944364781126,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,3,5,63.31488469522744,0.1688311997400061,1,1,1,0.0415515542449826,8,8,16,42390.63373217373,142,36,1765.0,418.0,6.625,6.2727272727272725,1988.6446280991736,1986.2857142857144,Иркутская область,51.09619293933898,S4827,2020-01-12,10,1
Калуга,1.0,COL_5526,54.4966500356074,36.27419588631109,1,19,48,63,0,0,0,0,0,1,3,4,1.5573053545058382,Калуга,342936.0,0.0692523039609378,0,5,35,53,0,0,1,1,0,0,0,0,1,2,3,3,6,6,0,0,0,0,1,3,0,0,1,4,0,13,34,46,143.09766538239114,10.514613369825437,0,0,0,0.0635026646490909,5,11,14,54439.84760837346,165,57,2327.0,626.0,4.60625,4.245283018867925,1968.557575757576,1966.859649122807,Калужская область,47.9611923013245,S22612,2020-01-12,110,1
Курск,,COL_5761,51.73837876338882,36.194956673951374,0,53,179,296,0,0,0,3,0,15,35,53,1.216840126750377,Курск,443212.0,0.2084412847262752,0,10,30,53,0,1,1,11,0,12,19,25,1,3,5,1,9,17,1,1,2,0,6,9,0,5,15,24,0,25,109,182,431.2746245414173,2.2962150509051167,0,0,0,0.2575786371974417,4,9,20,64856.79132233676,162,52,1941.0,615.0,5.15483870967742,5.66,1961.5159235668789,1966.5576923076928,Курская область,247.3912087364409,S13992,2020-01-12,100,1
Иркутск,1.0,COL_5793,52.28098925328749,104.2916265308889,1,76,153,287,0,1,1,1,0,36,60,112,0.8769244474139523,Иркутск,623562.0,0.1640738387198962,0,27,58,79,0,3,9,25,0,2,5,10,2,5,10,3,9,18,7,12,22,1,2,4,0,7,11,17,0,24,49,89,59.72180200851261,1.9372909493174253,0,0,0,0.1115140878121934,9,27,45,123583.86095419664,334,99,1971.0,642.0,2.683870967741936,2.723404255319149,1937.983277591973,1935.893617021277,Иркутская область,32.69844435025135,S13611,2020-01-12,10,1
Усолье-Сибирское,,COL_5893,52.73220068089649,103.66646721412565,1,12,24,32,0,0,0,0,0,6,6,6,26.91327389749517,Ангарск,226374.0,0.0656327596687902,2,11,24,35,0,0,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,6,15,19,70.10723108542706,1.0642491007246313,0,0,0,0.0444674279820399,8,14,21,29847.299023479445,99,27,1794.0,452.0,4.450549450549451,3.56,1976.4315789473685,1969.48,Иркутская область,136.2267318326349,S13307,2020-01-12,110,1
Красноярск,,COL_5897,56.0433264029575,92.8880212903338,0,13,28,66,0,0,0,0,0,1,3,9,3.8221355459598487,Красноярск,1095286.0,0.335149817722602,0,7,32,55,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,2,0,3,3,4,0,6,18,40,2.2122352468013893,4.03378520236346,0,0,0,0.5918809492478637,0,7,14,52536.76839362949,40,8,1521.0,299.0,15.8,13.875,2013.475,2013.0,Красноярский край,121.22938267311268,S12072,2020-01-12,110,1
Иркутск,,COL_5898,52.26779162498855,104.29974396210474,0,2,10,40,0,0,0,0,0,0,2,6,2.8866134181586824,Иркутск,623562.0,0.2786249410377902,0,2,12,21,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,22,61.22242221056178,2.5140921450105407,0,0,0,0.0250494984088419,6,9,12,45298.51817364423,100,21,947.0,153.0,7.532608695652174,6.45,1974.3736263736264,1964.4,Иркутская область,63.71069333740688,S23924,2020-01-12,10,1
Иркутск,,COL_5909,52.28031062106425,104.28521050718544,2,74,183,266,0,0,1,1,1,40,81,103,1.2400188400570449,Иркутск,623562.0,0.0471613299380349,3,36,54,86,0,4,18,21,0,2,5,8,1,8,14,7,13,23,9,13,14,2,4,4,0,2,9,18,0,16,48,82,60.21779783537426,1.8453888920550288,0,0,0,0.0843627818457567,10,20,36,81408.38279014066,235,96,1646.0,640.0,2.9424778761061945,2.8369565217391304,1942.587962962963,1938.9555555555555,Иркутская область,561.0355891448987,S7108,2020-01-12,10,1
Новокузнецк,,COL_5917,53.75996112694735,87.15601551275525,0,23,44,89,0,0,0,0,0,5,9,15,1.1924556656775611,Новокузнецк,552105.0,0.0387113914196849,1,8,16,18,0,6,8,8,0,3,6,8,1,2,3,0,3,25,1,2,2,0,2,4,0,0,0,0,0,5,9,21,305.4983563227825,4.1883163303728725,0,0,0,0.2538357834588178,1,2,4,65504.27479093214,142,48,3686.0,1366.0,8.097014925373134,9.347826086956523,1978.139705882353,1981.282608695652,Кемеровская область,125.24373449190055,S27462,2020-01-12,10,1
Красноярск,,COL_5940,56.01339119603878,92.8748288151416,2,36,60,78,0,0,0,0,0,11,19,26,0.7245565025477083,Красноярск,1095286.0,0.0812449570767232,1,33,56,87,0,2,4,7,2,9,15,15,0,2,2,2,3,5,1,3,4,0,0,0,2,4,5,7,0,10,12,16,0.5376198801923421,4.4882043657684285,0,0,0,0.1324134184599905,6,12,16,76638.83316959272,128,53,2100.0,964.0,5.853658536585367,6.320754716981133,1969.139344262295,1971.8076923076928,Красноярский край,73.16134351357317,S12711,2020-01-12,10,1
Иркутск,1.0,COL_5957,52.28080746325738,104.25647129057796,1,15,26,40,1,1,1,1,0,5,8,8,2.053064163280445,Иркутск,623562.0,0.3315561902843146,0,3,5,7,0,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,2,0,2,2,0,1,1,1,0,5,10,20,61.33135513612253,0.5900121752498779,0,2,2,0.1647211597969049,4,10,18,71734.46711889362,187,52,1700.0,357.0,4.819767441860465,4.652173913043479,1969.117647058824,1965.0652173913047,Иркутская область,155.5737492480884,S20527,2020-01-12,100,1
Красноярск,,COL_6029,56.0233372581089,92.83706344372447,0,10,18,29,0,0,0,0,0,2,4,7,2.9780039661969298,Красноярск,1095286.0,0.0572078337415706,1,12,27,36,0,0,0,0,0,0,0,0,2,2,3,0,0,0,2,2,2,0,0,1,1,1,3,3,0,4,9,14,2.197715385362306,0.3777759968388084,0,2,2,0.1218597587776527,9,14,15,66042.37640433421,81,35,1741.0,712.0,6.325,5.294117647058823,1975.58024691358,1968.9142857142856,Красноярский край,184.548174423356,S32552,2020-01-12,100,1
Иркутск,,COL_6052,52.26121232390864,104.20821594221728,1,12,20,26,0,0,0,0,0,2,3,3,5.668160034397607,Иркутск,623562.0,0.2261467333117066,0,1,3,3,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,8,10,64.4574593393573,1.0725347465001562,0,0,0,0.2281878605061154,7,14,14,40563.35132915135,100,61,1424.0,910.0,5.260869565217392,5.1034482758620685,1975.8387096774195,1972.7627118644068,Иркутская область,127.10981294818647,S22425,2020-01-12,110,1
Саратов,,COL_6071,51.531485533446855,46.03153051627826,2,111,172,246,0,0,0,0,0,37,57,72,0.345179458141661,Саратов,842097.0,0.1281925304177431,0,28,46,66,0,7,11,15,0,7,9,14,4,5,8,6,12,14,1,3,9,0,0,0,0,9,13,17,0,53,78,122,356.8539777899769,2.663812995019325,0,0,0,0.1278801469207216,11,14,24,43417.07720002041,503,91,2870.0,464.0,3.117782909930716,2.7586206896551726,1930.6160919540232,1925.2235294117647,Саратовская область,284.98003085279504,S23107,2020-01-12,10,1
Новосибирск,,COL_6098,54.987502827869776,82.91312973968586,0,58,93,129,0,0,1,1,0,14,21,26,4.502300821332028,Новосибирск,1625600.0,0.1956730630946835,0,18,31,48,0,1,2,2,0,5,5,8,2,4,9,0,0,0,1,2,2,5,13,14,0,6,10,11,0,30,48,66,0.2913603412400388,1.7462834472171682,0,0,0,0.2579922359019712,11,16,22,59939.705219168514,111,42,2745.0,961.0,7.229357798165138,6.4523809523809526,1974.05504587156,1970.023809523809,Новосибирская область,317.0018926606857,S6333,2020-01-12,10,1
Иркутск,,COL_6148,52.28422751594426,104.30663960818106,0,14,48,99,0,0,0,2,0,1,7,24,2.0783508679235947,Иркутск,623562.0,0.0347869891733942,2,11,22,43,0,0,2,2,0,1,2,4,0,0,0,2,3,4,0,2,3,1,6,8,0,2,3,7,0,9,28,56,59.13098145866898,3.3161474599767606,0,0,0,0.1266622258728661,6,19,37,76933.92135448668,247,94,2910.0,1191.0,5.230434782608696,5.63855421686747,1969.3478260869565,1973.1136363636365,Иркутская область,378.92258040087415,S6992,2020-01-12,10,1
Нижнекамск,,COL_6189,55.62461881797508,51.79271814396355,1,42,79,108,0,0,0,1,0,3,9,11,2.2843853603340163,Нижнекамск,235448.0,0.0878046999865576,3,8,14,34,0,1,1,1,0,5,7,10,0,3,5,0,0,0,1,1,1,4,8,14,0,2,3,5,0,23,46,61,161.5270165871571,16.31178251810646,0,0,0,0.1072296744257192,9,16,18,34044.43829111619,114,36,3433.0,1270.0,7.258928571428571,6.972222222222222,1981.7142857142856,1978.333333333333,Татарстан,238.51179245682823,S11045,2020-01-12,100,1
Белгород,,COL_6305,50.57046446130818,36.58497076223704,0,4,19,45,0,0,0,0,0,1,1,7,3.1952282539960604,Белгород,384425.0,0.0527353934438629,4,13,25,34,0,0,1,6,0,0,1,3,0,2,2,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1,9,18,556.4401539283235,3.3004686504983063,0,0,0,0.0983485048846683,4,9,15,49752.15913537418,81,30,2368.0,841.0,10.2,10.466666666666669,1988.5,1990.166666666667,Белгородская область,94.28736524249985,S4909,2020-01-12,10,1
Нягань,,COL_6324,62.147008365768464,65.44502553172633,6,54,92,122,0,0,0,0,0,5,11,18,227.97616152453568,Ханты-Мансийск,101466.0,0.0425355872237276,4,14,35,41,0,3,3,4,0,3,4,5,1,3,5,0,0,1,0,0,0,2,4,4,0,8,13,16,6,39,66,84,642.4240988944015,457.80247881976686,0,0,0,0.4772985948690456,3,13,19,52367.86657490211,80,47,2340.0,1380.0,6.860759493670888,6.434782608695652,1989.8375,1987.191489361703,Ханты-Мансийский АО,429.8246514932058,S26451,2020-01-12,10,1
Петрозаводск,,COL_6369,61.768191931632565,34.37240737333657,1,20,35,52,0,0,0,0,0,0,1,1,2.9035799650259606,Петрозаводск,280170.0,0.0968640921375676,0,3,9,11,0,0,0,0,0,3,4,4,0,0,2,0,1,2,0,1,1,3,4,6,0,0,0,0,1,15,24,34,294.4724662476968,91.97978690972607,0,0,0,0.1420143090483179,6,15,17,59934.470647180926,113,31,2683.0,815.0,6.836363636363636,8.516129032258064,1981.657657657657,1984.483870967742,Карелия,85.07624985989321,S19565,2020-01-12,10,1
Новосибирск,18.0,COL_6482,55.04545739591099,82.94887855708572,2,24,55,97,0,0,0,0,0,3,11,16,2.283581977003253,Новосибирск,1625600.0,0.1556396106652157,0,18,30,46,0,2,4,5,0,0,1,1,6,6,10,0,0,1,0,0,0,0,3,5,0,1,2,4,2,13,32,59,0.2670265830832594,3.7234818522642232,0,0,0,0.2695790236026856,7,12,16,46107.3852259264,115,31,3128.0,964.0,10.345794392523365,12.642857142857142,1983.0458715596328,1986.25,Новосибирская область,200.1848501009753,S11273,2020-01-12,100,1
Иркутск,,COL_6501,52.26643999679548,104.3159707342166,6,45,84,104,0,0,0,1,0,12,19,25,3.6015970403347435,Иркутск,623562.0,0.0518997203058881,2,8,26,42,0,0,0,1,0,1,3,4,2,3,4,0,1,1,0,1,2,1,3,4,1,2,2,2,5,29,53,62,60.82882513988604,3.525456978383452,0,0,0,0.0558831948560446,10,14,18,65107.54881053872,329,90,3943.0,1048.0,5.233226837060703,6.3809523809523805,1964.9619047619049,1982.940476190476,Иркутская область,48.19717616971725,S32947,2020-01-12,10,1
Иваново,,COL_6506,57.00320058026042,40.97448553317403,0,101,250,371,0,0,0,0,0,9,19,26,0.2118291125488992,Иваново,409285.0,0.0330851471279359,2,40,90,158,0,79,189,274,0,3,5,10,0,1,2,3,10,17,0,2,2,0,1,2,0,1,4,7,0,13,41,60,174.3030816923641,73.09766869464359,0,0,0,0.0186470689222148,7,13,20,33656.182871093435,119,14,1711.0,116.0,5.075471698113208,4.461538461538462,1917.5871559633024,1942.1538461538464,Ивановская область,165.5267925461865,S22536,2020-01-12,110,1
Вологда,,COL_6570,59.20556129227562,39.8413286257662,4,17,41,55,0,0,0,0,0,5,12,14,3.0905438759744386,Вологда,311166.0,0.0984935714019756,0,9,18,38,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,3,10,25,34,397.3086293173181,2.3985447089151712,0,0,0,0.0781058246565122,6,15,29,31949.45047353828,196,51,2940.0,919.0,5.078313253012048,5.976190476190476,1979.229885057472,1982.5,Вологодская область,225.4811864750732,S12785,2020-01-12,110,1
Вологда,,COL_6576,59.21275830917093,39.89590554932796,1,19,41,78,0,0,0,0,0,2,11,27,1.0304536025925302,Вологда,311166.0,0.0167658564518169,3,24,50,87,0,1,2,4,1,5,7,8,1,1,1,0,1,5,1,3,5,0,1,2,0,3,4,7,0,9,15,23,398.4285826459978,0.817823580245761,0,0,0,0.0783765460179517,7,27,42,41517.8328707092,210,70,2733.0,902.0,4.109452736318408,4.363636363636363,1962.3671497584544,1966.6764705882356,Вологодская область,127.02975168342188,S21913,2020-01-12,100,1
